Date,Campaign Name,Time Zone,Currency,Impressions,Clicks,CTR,Installs,InstallRate,CPC,CPI,Spend,AvgPos,Visibility,Customers,Revenue,ROAS,CPC2,ConvRate,Campaign
2025-11-07,Search_EN_ProductReview_2024.08.05,UTC,USD,566,102,0.180212,78,0.764705,2.330392,3.047435,237.7,2.293286,0.697044,4.0,181.36,0.762978,59.425,0.051282,ProductReview
2025-11-08,Search_EN_Competitors_2024.08.12,UTC,USD,223,4,0.017937,2,0.5,2.75,5.5,11.0,1.38565,0.819852,,,,,,Competitors
2025-11-08,Search_EN_Review-variations_2024.04.29,UTC,USD,84,13,0.154761,9,0.692307,3.384615,4.888888,44.0,2.083333,0.049704,,,,,,Review-variations
2025-11-08,Search_EN_Trust_2025.03.17,UTC,USD,77,3,0.038961,2,0.666666,4.333333,6.5,13.0,2.077922,0.383084,,,,,,Trust
2025-11-08,Search_EN_ProductReview_2024.08.05,UTC,USD,678,99,0.146017,78,0.787878,2.413131,3.06282,238.9,2.116519,0.621448,,,,,,ProductReview
2025-11-09,Search_EN_Trust_2025.03.17,UTC,USD,64,7,0.109375,3,0.428571,4.857142,11.333333,34.0,2.625,0.361581,,,,,,Trust
2025-11-09,Search_EN_Review-variations_2024.04.29,UTC,USD,76,7,0.092105,5,0.714285,4.02,5.628,28.14,2.328947,0.048469,,,,,,Review-variations
2025-11-09,Search_EN_Competitors_2024.08.12,UTC,USD,219,14,0.063926,11,0.785714,2.857142,3.636363,40.0,1.315068,0.814126,1.0,45.0,1.125,40.0,0.090909,Competitors
2025-11-09,Search_EN_ProductReview_2024.08.05,UTC,USD,583,92,0.157804,70,0.760869,2.598913,3.415714,239.1,2.108061,0.722428,2.0,105.0,0.439146,119.55,0.028571,ProductReview
2025-11-10,Search_EN_Review-variations_2024.04.29,UTC,USD,145,9,0.062068,6,0.666666,3.44,5.16,30.96,2.172413,0.050347,,,,,,Review-variations
2025-11-10,Search_EN_ProductReview_2024.08.05,UTC,USD,577,102,0.176776,74,0.72549,2.362745,3.256756,241.0,2.098786,0.642538,2.0,76.13,0.315892,120.5,0.027027,ProductReview
2025-11-10,Search_EN_Trust_2025.03.17,UTC,USD,83,3,0.036144,1,0.333333,4.333333,13.0,13.0,2.433734,0.324218,,,,,,Trust
2025-11-10,Search_EN_Competitors_2024.08.12,UTC,USD,357,15,0.042016,10,0.666666,2.8,4.2,42.0,1.439775,0.800448,,,,,,Competitors
2025-11-11,Search_EN_Competitors_2024.08.12,UTC,USD,297,7,0.023569,4,0.571428,2.285714,4.0,16.0,1.316498,0.693925,,,,,,Competitors
2025-11-11,Search_EN_ProductReview_2024.08.05,UTC,USD,487,96,0.197125,73,0.760416,2.489583,3.273972,239.0,1.971252,0.645888,3.0,75.22,0.314728,79.666666,0.041095,ProductReview
2025-11-11,Search_EN_Review-variations_2024.04.29,UTC,USD,142,16,0.112676,10,0.625,3.665,5.864,58.64,2.56338,0.048547,1.0,30.0,0.511596,58.64,0.1,Review-variations
2025-11-11,Search_EN_Trust_2025.03.17,UTC,USD,75,2,0.026666,2,1.0,5.0,5.0,10.0,2.266666,0.308641,1.0,15.0,1.5,10.0,0.5,Trust
2025-11-12,Search_EN_ProductReview_2024.08.05,UTC,USD,555,99,0.178378,81,0.818181,2.40505,2.939506,238.1,2.162162,0.671912,2.0,30.46,0.127929,119.05,0.024691,ProductReview
2025-11-12,Search_EN_Trust_2025.03.17,UTC,USD,83,6,0.072289,4,0.666666,4.666666,7.0,28.0,2.012048,0.315589,,,,,,Trust
2025-11-12,Search_EN_Competitors_2024.08.12,UTC,USD,367,11,0.029972,4,0.363636,2.5,6.875,27.5,1.468664,0.837899,,,,,,Competitors
2025-11-12,Search_EN_Review-variations_2024.04.29,UTC,USD,119,9,0.07563,4,0.444444,3.848888,8.66,34.64,2.243697,0.040809,,,,,,Review-variations
2025-11-13,Search_EN_Competitors_2024.08.12,UTC,USD,284,16,0.056338,8,0.5,2.5625,5.125,41.0,1.373239,0.759358,1.0,45.67,1.113902,41.0,0.125,Competitors
2025-11-13,Search_EN_Review-variations_2024.04.29,UTC,USD,158,17,0.107594,11,0.647058,3.09647,4.785454,52.64,1.867088,0.053162,,,,,,Review-variations
2025-11-13,Search_EN_Trust_2025.03.17,UTC,USD,76,7,0.092105,6,0.857142,4.714285,5.5,33.0,2.592105,0.280442,,,,,,Trust
2025-11-13,Search_EN_ProductReview_2024.08.05,UTC,USD,598,94,0.15719,72,0.765957,2.537234,3.3125,238.5,2.055183,0.65859,7.0,228.16,0.956645,34.071428,0.097222,ProductReview
2025-11-14,Search_EN_Review-variations_2024.04.29,UTC,USD,129,10,0.077519,7,0.7,3.224,4.605714,32.24,2.108527,0.046286,,,,,,Review-variations
2025-11-14,Search_EN_Competitors_2024.08.12,UTC,USD,344,17,0.049418,12,0.705882,2.382352,3.375,40.5,1.433139,0.879795,1.0,45.67,1.127654,40.5,0.083333,Competitors
2025-11-14,Search_EN_ProductReview_2024.08.05,UTC,USD,561,97,0.172905,65,0.670103,2.481443,3.703076,240.7,2.130124,0.632468,4.0,151.11,0.627793,60.175,0.061538,ProductReview
2025-11-14,Search_EN_Trust_2025.03.17,UTC,USD,68,4,0.058823,3,0.75,4.75,6.333333,19.0,2.470588,0.293103,,,,,,Trust
2025-11-15,Search_EN_Competitors_2024.08.12,UTC,USD,255,10,0.039215,7,0.7,2.65,3.785714,26.5,1.490196,0.817307,,,,,,Competitors
2025-11-15,Search_EN_Review-variations_2024.04.29,UTC,USD,94,6,0.063829,4,0.666666,4.053333,6.08,24.32,1.968085,0.051905,,,,,,Review-variations
2025-11-15,Search_EN_Trust_2025.03.17,UTC,USD,70,3,0.042857,1,0.333333,5.0,15.0,15.0,2.528571,0.316742,,,,,,Trust
2025-11-15,Search_EN_ProductReview_2024.08.05,UTC,USD,723,97,0.134163,74,0.762886,2.460824,3.225675,238.7,2.102351,0.715841,,,,,,ProductReview
2025-11-16,Search_EN_Trust_2025.03.17,UTC,USD,57,1,0.017543,0,0.0,4.0,0.0,4.0,2.157894,0.274038,,,,,,Trust
2025-11-16,Search_EN_Competitors_2024.08.12,UTC,USD,282,4,0.014184,2,0.5,3.125,6.25,12.5,1.560283,0.846846,,,,,,Competitors
2025-11-16,Search_EN_Review-variations_2024.04.29,UTC,USD,95,10,0.105263,6,0.6,3.128,5.213333,31.28,2.094736,0.05328,,,,,,Review-variations
2025-11-16,Search_EN_ProductReview_2024.08.05,UTC,USD,494,92,0.186234,71,0.771739,2.595652,3.36338,238.8,2.02834,0.712842,1.0,30.0,0.125628,238.8,0.014084,ProductReview
2025-11-17,Search_EN_Competitors_2024.08.12,UTC,USD,296,13,0.043918,11,0.846153,2.615384,3.090909,34.0,1.476351,0.772845,,,,,,Competitors
2025-11-17,Search_EN_Trust_2025.03.17,UTC,USD,60,3,0.05,3,1.0,5.0,5.0,15.0,2.216666,0.285714,,,,,,Trust
2025-11-17,Search_EN_ProductReview_2024.08.05,UTC,USD,726,98,0.134986,77,0.785714,2.439795,3.105194,239.1,2.227272,0.643046,,,,,,ProductReview
2025-11-17,Search_EN_Review-variations_2024.04.29,UTC,USD,157,19,0.121019,9,0.473684,3.84,8.106666,72.96,1.904458,0.054119,,,,,,Review-variations
2025-11-18,Search_EN_Trust_2025.03.17,UTC,USD,110,6,0.054545,6,1.0,4.666666,4.666666,28.0,2.0,0.39855,1.0,30.46,1.087857,28.0,0.166666,Trust
2025-11-18,Search_EN_Competitors_2024.08.12,UTC,USD,374,14,0.037433,8,0.571428,2.857142,5.0,40.0,1.467914,0.855835,,,,,,Competitors
2025-11-18,Search_EN_ProductReview_2024.08.05,UTC,USD,622,101,0.162379,69,0.683168,2.363366,3.45942,238.7,2.274919,0.66524,1.0,45.67,0.191328,238.7,0.014492,ProductReview
2025-11-18,Search_EN_Review-variations_2024.04.29,UTC,USD,162,10,0.061728,5,0.5,2.692,5.384,26.92,2.277777,0.054803,,,,,,Review-variations
2025-11-19,Search_EN_Trust_2025.03.17,UTC,USD,94,6,0.063829,2,0.333333,4.666666,14.0,28.0,2.30851,0.349442,,,,,,Trust
2025-11-19,Search_EN_Competitors_2024.08.12,UTC,USD,345,13,0.037681,8,0.615384,2.884615,4.6875,37.5,1.391304,0.858208,,,,,,Competitors
2025-11-19,Search_EN_Review-variations_2024.04.29,UTC,USD,147,15,0.10204,10,0.666666,3.585333,5.378,53.78,2.421768,0.049213,1.0,45.67,0.8492,53.78,0.1,Review-variations
2025-11-19,Search_EN_ProductReview_2024.08.05,UTC,USD,652,93,0.142638,66,0.709677,2.555913,3.601515,237.7,2.125766,0.639842,2.0,60.23,0.253386,118.85,0.030303,ProductReview
2025-11-20,Search_EN_ProductReview_2024.08.05,UTC,USD,784,101,0.128826,66,0.653465,2.365346,3.619696,238.9,2.265306,0.61442,3.0,105.92,0.443365,79.633333,0.045454,ProductReview
2025-11-20,Search_EN_Competitors_2024.08.12,UTC,USD,271,15,0.05535,9,0.6,2.666666,4.444444,40.0,1.409594,0.783236,1.0,30.0,0.75,40.0,0.111111,Competitors
2025-11-20,Search_EN_Trust_2025.03.17,UTC,USD,68,6,0.088235,5,0.833333,4.666666,5.6,28.0,2.17647,0.278688,,,,,,Trust
2025-11-20,Search_EN_Review-variations_2024.04.29,UTC,USD,168,15,0.089285,10,0.666666,3.161333,4.742,47.42,1.904761,0.055702,,,,,,Review-variations
2025-11-21,Search_EN_Competitors_2024.08.12,UTC,USD,295,11,0.037288,7,0.636363,2.5,3.928571,27.5,1.427118,0.79301,,,,,,Competitors
2025-11-21,Search_EN_Trust_2025.03.17,UTC,USD,80,3,0.0375,1,0.333333,5.0,15.0,15.0,2.3125,0.344827,,,,,,Trust
2025-11-21,Search_EN_Review-variations_2024.04.29,UTC,USD,145,11,0.075862,7,0.636363,3.48,5.468571,38.28,2.337931,0.056136,,,,,,Review-variations
2025-11-21,Search_EN_ProductReview_2024.08.05,UTC,USD,693,94,0.135642,78,0.829787,2.535106,3.055128,238.3,2.206349,0.623762,2.0,91.36,0.383382,119.15,0.025641,ProductReview
2025-11-22,Search_EN_Competitors_2024.08.12,UTC,USD,276,10,0.036231,5,0.5,2.75,5.5,27.5,1.394927,0.844036,1.0,45.67,1.660727,27.5,0.2,Competitors
2025-11-22,Search_EN_Trust_2025.03.17,UTC,USD,46,2,0.043478,0,0.0,5.0,0.0,10.0,2.152173,0.267441,,,,,,Trust
2025-11-22,Search_EN_ProductReview_2024.08.05,UTC,USD,504,99,0.196428,78,0.787878,2.460606,3.123076,243.6,2.164682,0.658823,1.0,30.0,0.123152,243.6,0.01282,ProductReview
2025-11-22,Search_EN_Review-variations_2024.04.29,UTC,USD,135,10,0.074074,7,0.7,3.546,5.065714,35.46,2.014814,0.0805,,,,,,Review-variations
2025-11-23,Search_EN_ProductReview_2024.08.05,UTC,USD,664,99,0.149096,77,0.777777,2.418181,3.10909,239.4,2.043674,0.69456,1.0,45.0,0.187969,239.4,0.012987,ProductReview
2025-11-23,Search_EN_Competitors_2024.08.12,UTC,USD,312,13,0.041666,12,0.923076,2.692307,2.916666,35.0,1.50641,0.91228,1.0,45.0,1.285714,35.0,0.083333,Competitors
2025-11-23,Search_EN_Review-variations_2024.04.29,UTC,USD,112,9,0.080357,3,0.333333,3.277777,9.833333,29.5,2.0625,0.067348,,,,,,Review-variations
2025-11-23,Search_EN_Trust_2025.03.17,UTC,USD,95,7,0.073684,6,0.857142,4.571428,5.333333,32.0,2.294736,0.450236,,,,,,Trust
2025-11-24,Search_EN_Trust_2025.03.17,UTC,USD,73,5,0.068493,5,1.0,4.8,4.8,24.0,1.780821,0.294354,,,,,,Trust
2025-11-24,Search_EN_Competitors_2024.08.12,UTC,USD,332,9,0.027108,7,0.777777,2.722222,3.5,24.5,1.322289,0.836272,,,,,,Competitors
2025-11-24,Search_EN_ProductReview_2024.08.05,UTC,USD,652,109,0.167177,66,0.605504,2.181651,3.60303,237.8,2.113496,0.707926,2.0,76.12,0.3201,118.9,0.030303,ProductReview
2025-11-24,Search_EN_Review-variations_2024.04.29,UTC,USD,134,3,0.022388,2,0.666666,2.606666,3.91,7.82,2.388059,0.052018,,,,,,Review-variations
2025-11-25,Search_EN_ProductReview_2024.08.05,UTC,USD,652,108,0.165644,79,0.731481,2.206481,3.016455,238.3,2.098159,0.692879,5.0,211.81,0.888837,47.66,0.063291,ProductReview
2025-11-25,Search_EN_Trust_2025.03.17,UTC,USD,119,7,0.058823,1,0.142857,4.714285,33.0,33.0,2.302521,0.406143,,,,,,Trust
2025-11-25,Search_EN_Review-variations_2024.04.29,UTC,USD,173,12,0.069364,9,0.75,3.11,4.146666,37.32,2.271676,0.060006,,,,,,Review-variations
2025-11-25,Search_EN_Competitors_2024.08.12,UTC,USD,339,11,0.032448,7,0.636363,2.90909,4.571428,32.0,1.412979,0.862595,1.0,30.0,0.9375,32.0,0.142857,Competitors
2025-11-26,Search_EN_Trust_2025.03.17,UTC,USD,102,4,0.039215,3,0.75,4.75,6.333333,19.0,2.480392,0.434042,,,,,,Trust
2025-11-26,Search_EN_ProductReview_2024.08.05,UTC,USD,638,109,0.170846,82,0.752293,2.195412,2.918292,239.3,2.158307,0.610526,,,,,,ProductReview
2025-11-26,Search_EN_Competitors_2024.08.12,UTC,USD,361,15,0.041551,10,0.666666,2.8,4.2,42.0,1.36011,0.814898,1.0,30.0,0.714285,42.0,0.1,Competitors
2025-11-26,Search_EN_Review-variations_2024.04.29,UTC,USD,190,13,0.068421,9,0.692307,3.40923,4.924444,44.32,2.126315,0.06832,,,,,,Review-variations
2025-11-27,Search_EN_Trust_2025.03.17,UTC,USD,97,2,0.020618,1,0.5,5.0,10.0,10.0,2.340206,0.352727,,,,,,Trust
2025-11-27,Search_EN_Competitors_2024.08.12,UTC,USD,352,12,0.03409,10,0.833333,2.708333,3.25,32.5,1.375,0.848192,,,,,,Competitors
2025-11-27,Search_EN_Review-variations_2024.04.29,UTC,USD,152,12,0.078947,8,0.666666,3.666666,5.5,44.0,2.361842,0.061638,,,,,,Review-variations
2025-11-27,Search_EN_ProductReview_2024.08.05,UTC,USD,704,111,0.15767,85,0.765765,2.165765,2.828235,240.4,2.06534,0.671755,1.0,30.44,0.126622,240.4,0.011764,ProductReview
2025-11-28,Search_EN_ProductReview_2024.08.05,UTC,USD,669,106,0.158445,82,0.773584,2.254716,2.914634,239.0,2.017937,0.605429,1.0,30.46,0.127447,239.0,0.012195,ProductReview
2025-11-28,Search_EN_Competitors_2024.08.12,UTC,USD,309,15,0.048543,11,0.733333,2.766666,3.772727,41.5,1.320388,0.853591,,,,,,Competitors
2025-11-28,Search_EN_Trust_2025.03.17,UTC,USD,93,3,0.032258,2,0.666666,4.666666,7.0,14.0,2.591397,0.428571,,,,,,Trust
2025-11-28,Search_EN_Review-variations_2024.04.29,UTC,USD,140,13,0.092857,10,0.76923,3.741538,4.864,48.64,2.435714,0.062836,,,,,,Review-variations
2025-11-29,Search_EN_Competitors_2024.08.12,UTC,USD,237,11,0.046413,6,0.545454,2.818181,5.166666,31.0,1.291139,0.852517,,,,,,Competitors
2025-11-29,Search_EN_Trust_2025.03.17,UTC,USD,71,7,0.098591,3,0.428571,4.571428,10.666666,32.0,2.760563,0.38172,,,,,,Trust
2025-11-29,Search_EN_ProductReview_2024.08.05,UTC,USD,604,113,0.187086,93,0.823008,2.133628,2.592473,241.1,1.922185,0.699884,4.0,105.44,0.437328,60.275,0.04301,ProductReview
2025-11-29,Search_EN_Review-variations_2024.04.29,UTC,USD,110,10,0.090909,4,0.4,3.5,8.75,35.0,2.036363,0.068027,1.0,30.0,0.857142,35.0,0.25,Review-variations
2025-11-30,Search_EN_Review-variations_2024.04.29,UTC,USD,99,9,0.090909,7,0.777777,2.848888,3.662857,25.64,1.737373,0.067761,1.0,15.0,0.585023,25.64,0.142857,Review-variations
2025-11-30,Search_EN_ProductReview_2024.08.05,UTC,USD,551,113,0.205081,86,0.761061,2.111504,2.774418,238.6,1.874773,0.689612,1.0,30.0,0.125733,238.6,0.011627,ProductReview
2025-11-30,Search_EN_Competitors_2024.08.12,UTC,USD,230,7,0.030434,6,0.857142,2.571428,3.0,18.0,1.434782,0.848708,,,,,,Competitors
2025-11-30,Search_EN_Trust_2025.03.17,UTC,USD,49,1,0.020408,1,1.0,4.0,4.0,4.0,2.816326,0.272222,,,,,,Trust
2025-12-01,Search_EN_Review-variations_2024.04.29,UTC,USD,90,9,0.1,6,0.666666,3.328888,4.993333,29.96,1.877777,0.037672,,,,,,Review-variations
2025-12-01,Search_EN_Competitors_2024.08.12,UTC,USD,267,9,0.033707,5,0.555555,2.666666,4.8,24.0,1.456928,0.864077,,,,,,Competitors
2025-12-01,Search_EN_Trust_2025.03.17,UTC,USD,102,3,0.029411,1,0.333333,6.0,18.0,18.0,2.568627,0.418032,,,,,,Trust
2025-12-01,Search_EN_ProductReview_2024.08.05,UTC,USD,588,107,0.181972,81,0.757009,2.23271,2.949382,238.9,1.95238,0.65625,3.0,90.0,0.376726,79.633333,0.037037,ProductReview
2025-12-02,Search_EN_ProductReview_2024.08.05,UTC,USD,720,110,0.152777,87,0.790909,2.17,2.743678,238.7,1.995833,0.699029,4.0,120.9,0.506493,59.675,0.045977,ProductReview
2025-12-02,Search_EN_Review-variations_2024.04.29,UTC,USD,166,8,0.048192,4,0.5,3.3125,6.625,26.5,2.174698,0.056539,,,,,,Review-variations
2025-12-02,Search_EN_Competitors_2024.08.12,UTC,USD,215,14,0.065116,9,0.642857,2.857142,4.444444,40.0,1.497674,0.866935,1.0,45.68,1.142,40.0,0.111111,Competitors
2025-12-02,Search_EN_Trust_2025.03.17,UTC,USD,107,5,0.046728,4,0.8,5.4,6.75,27.0,2.719626,0.383512,,,,,,Trust
2025-12-03,Search_EN_Trust_2025.03.17,UTC,USD,106,5,0.047169,1,0.2,4.6,23.0,23.0,2.292452,0.412451,,,,,,Trust
2025-12-03,Search_EN_ProductReview_2024.08.05,UTC,USD,603,97,0.160862,69,0.71134,2.47835,3.484057,240.4,1.905472,0.671492,3.0,60.23,0.25054,80.133333,0.043478,ProductReview
2025-12-03,Search_EN_Review-variations_2024.04.29,UTC,USD,122,20,0.163934,13,0.65,3.082,4.741538,61.64,2.286885,0.044509,,,,,,Review-variations
2025-12-03,Search_EN_Competitors_2024.08.12,UTC,USD,311,13,0.0418,9,0.692307,2.76923,4.0,36.0,1.401929,0.854395,,,,,,Competitors
2025-12-04,Search_EN_Trust_2025.03.17,UTC,USD,98,8,0.081632,6,0.75,5.0,6.666666,40.0,2.336734,0.304347,,,,,,Trust
2025-12-04,Search_EN_ProductReview_2024.08.05,UTC,USD,733,112,0.152796,86,0.767857,2.134821,2.780232,239.1,1.968622,0.718627,4.0,105.9,0.44291,59.775,0.046511,ProductReview
2025-12-04,Search_EN_Competitors_2024.08.12,UTC,USD,194,14,0.072164,9,0.642857,2.928571,4.555555,41.0,1.314432,0.847161,1.0,30.0,0.731707,41.0,0.111111,Competitors
2025-12-04,Search_EN_Review-variations_2024.04.29,UTC,USD,145,13,0.089655,11,0.846153,3.933846,4.64909,51.14,2.193103,0.053943,,,,,,Review-variations
2025-12-05,Search_EN_Competitors_2024.08.12,UTC,USD,261,12,0.045977,6,0.5,2.666666,5.333333,32.0,1.375478,0.864238,,,,,,Competitors
2025-12-05,Search_EN_ProductReview_2024.08.05,UTC,USD,574,106,0.184668,79,0.745283,2.244339,3.011392,237.9,1.860627,0.73969,2.0,60.0,0.252206,118.95,0.025316,ProductReview
2025-12-05,Search_EN_Review-variations_2024.04.29,UTC,USD,120,11,0.091666,7,0.636363,2.954545,4.642857,32.5,2.108333,0.053667,,,,,,Review-variations
2025-12-05,Search_EN_Trust_2025.03.17,UTC,USD,78,4,0.051282,4,1.0,4.5,4.5,18.0,2.461538,0.402061,1.0,15.0,0.833333,18.0,0.25,Trust
2025-12-06,Search_EN_Trust_2025.03.17,UTC,USD,49,4,0.081632,2,0.5,5.0,10.0,20.0,2.836734,0.27528,,,,,,Trust
2025-12-06,Search_EN_Competitors_2024.08.12,UTC,USD,218,12,0.055045,9,0.75,2.75,3.666666,33.0,1.325688,0.868525,,,,,,Competitors
2025-12-06,Search_EN_Review-variations_2024.04.29,UTC,USD,84,6,0.071428,3,0.5,3.97,7.94,23.82,1.964285,0.055372,,,,,,Review-variations
2025-12-06,Search_EN_ProductReview_2024.08.05,UTC,USD,589,106,0.179966,78,0.735849,2.26415,3.076923,240.0,1.804753,0.692126,2.0,45.23,0.188458,120.0,0.025641,ProductReview
2025-12-07,Search_EN_Review-variations_2024.04.29,UTC,USD,86,9,0.104651,6,0.666666,3.328888,4.993333,29.96,1.790697,0.058108,,,,,,Review-variations
2025-12-07,Search_EN_ProductReview_2024.08.05,UTC,USD,564,111,0.196808,86,0.774774,2.14054,2.76279,237.6,2.024822,0.632996,1.0,30.45,0.128156,237.6,0.011627,ProductReview
2025-12-07,Search_EN_Competitors_2024.08.12,UTC,USD,203,10,0.049261,5,0.5,2.85,5.7,28.5,1.443349,0.85654,,,,,,Competitors
2025-12-07,Search_EN_Trust_2025.03.17,UTC,USD,66,7,0.10606,5,0.714285,4.714285,6.6,33.0,2.818181,0.38372,,,,,,Trust
2025-12-08,Search_EN_Competitors_2024.08.12,UTC,USD,290,14,0.048275,9,0.642857,2.678571,4.166666,37.5,1.327586,0.90625,,,,,,Competitors
2025-12-08,Search_EN_Review-variations_2024.04.29,UTC,USD,82,12,0.146341,8,0.666666,3.288333,4.9325,39.46,2.512195,0.031214,,,,,,Review-variations
2025-12-08,Search_EN_ProductReview_2024.08.05,UTC,USD,641,106,0.165366,77,0.726415,2.256603,3.106493,239.2,2.045241,0.698257,3.0,90.66,0.379013,79.733333,0.038961,ProductReview
2025-12-08,Search_EN_Trust_2025.03.17,UTC,USD,85,5,0.058823,1,0.2,5.0,25.0,25.0,2.517647,0.338645,,,,,,Trust
2025-12-09,Search_EN_Review-variations_2024.04.29,UTC,USD,103,7,0.067961,3,0.428571,3.351428,7.82,23.46,2.53398,0.035801,,,,,,Review-variations
2025-12-09,Search_EN_ProductReview_2024.08.05,UTC,USD,569,105,0.184534,72,0.685714,2.273333,3.315277,238.7,1.977152,0.608556,2.0,30.23,0.126644,119.35,0.027777,ProductReview
2025-12-09,Search_EN_Trust_2025.03.17,UTC,USD,101,5,0.049504,3,0.6,4.6,7.666666,23.0,2.415841,0.391472,,,,,,Trust
2025-12-09,Search_EN_Competitors_2024.08.12,UTC,USD,209,14,0.066985,9,0.642857,2.892857,4.5,40.5,1.253588,0.881856,3.0,90.0,2.222222,13.5,0.333333,Competitors
2025-12-10,Search_EN_Trust_2025.03.17,UTC,USD,129,10,0.077519,7,0.7,4.8,6.857142,48.0,2.023255,0.444827,,,,,,Trust
2025-12-10,Search_EN_ProductReview_2024.08.05,UTC,USD,634,100,0.157728,72,0.72,2.396,3.327777,239.6,2.025236,0.690631,4.0,105.22,0.439148,59.9,0.055555,ProductReview
2025-12-10,Search_EN_Review-variations_2024.04.29,UTC,USD,116,5,0.043103,3,0.6,3.364,5.606666,16.82,2.068965,0.046325,1.0,30.44,1.80975,16.82,0.333333,Review-variations
2025-12-10,Search_EN_Competitors_2024.08.12,UTC,USD,294,15,0.05102,8,0.533333,2.633333,4.9375,39.5,1.438775,0.890909,,,,,,Competitors
2025-12-11,Search_EN_Trust_2025.03.17,UTC,USD,72,1,0.013888,0,0.0,4.0,0.0,4.0,2.375,0.293877,,,,,,Trust
2025-12-11,Search_EN_Review-variations_2024.04.29,UTC,USD,83,6,0.072289,2,0.333333,3.856666,11.57,23.14,1.807228,0.033535,,,,,,Review-variations
2025-12-11,Search_EN_ProductReview_2024.08.05,UTC,USD,656,102,0.155487,81,0.794117,2.344117,2.951851,239.1,2.163109,0.593665,4.0,105.22,0.440066,59.775,0.049382,ProductReview
2025-12-11,Search_EN_Competitors_2024.08.12,UTC,USD,298,8,0.026845,7,0.875,2.625,3.0,21.0,1.395973,0.832402,,,,,,Competitors
2025-12-12,Search_EN_Trust_2025.03.17,UTC,USD,104,7,0.067307,3,0.428571,4.714285,11.0,33.0,2.442307,0.426229,,,,,,Trust
2025-12-12,Search_EN_Review-variations_2024.04.29,UTC,USD,112,7,0.0625,4,0.571428,3.02,5.285,21.14,2.178571,0.050111,,,,,,Review-variations
2025-12-12,Search_EN_ProductReview_2024.08.05,UTC,USD,533,95,0.178236,72,0.757894,2.526315,3.333333,240.0,2.07317,0.65,3.0,60.68,0.252833,80.0,0.041666,ProductReview
2025-12-12,Search_EN_Competitors_2024.08.12,UTC,USD,269,5,0.018587,1,0.2,2.7,13.5,13.5,1.353159,0.853968,,,,,,Competitors
2025-12-13,Search_EN_ProductReview_2024.08.05,UTC,USD,540,99,0.183333,76,0.767676,2.413131,3.143421,238.9,1.925925,0.686149,3.0,60.9,0.254918,79.633333,0.039473,ProductReview
2025-12-13,Search_EN_Review-variations_2024.04.29,UTC,USD,64,6,0.09375,4,0.666666,3.166666,4.75,19.0,2.40625,0.04794,,,,,,Review-variations
2025-12-13,Search_EN_Competitors_2024.08.12,UTC,USD,173,7,0.040462,5,0.714285,3.0,4.2,21.0,1.421965,0.887179,,,,,,Competitors
2025-12-13,Search_EN_Trust_2025.03.17,UTC,USD,67,2,0.02985,2,1.0,5.0,5.0,10.0,2.02985,0.41875,,,,,,Trust
2025-12-14,Search_EN_Review-variations_2024.04.29,UTC,USD,60,4,0.066666,3,0.75,2.74,3.653333,10.96,2.166666,0.050462,,,,,,Review-variations
2025-12-14,Search_EN_Competitors_2024.08.12,UTC,USD,216,13,0.060185,7,0.538461,2.846153,5.285714,37.0,1.379629,0.903765,1.0,30.45,0.822972,37.0,0.142857,Competitors
2025-12-14,Search_EN_ProductReview_2024.08.05,UTC,USD,632,102,0.161392,81,0.794117,2.347058,2.955555,239.4,1.78481,0.713318,5.0,106.12,0.443274,47.88,0.061728,ProductReview
2025-12-14,Search_EN_Trust_2025.03.17,UTC,USD,29,2,0.068965,2,1.0,4.5,4.5,9.0,2.206896,0.271028,,,,,,Trust
2025-12-15,Search_EN_ProductReview_2024.08.05,UTC,USD,686,114,0.16618,83,0.72807,2.099122,2.883132,239.3,1.991253,0.65458,3.0,91.34,0.381696,79.766666,0.036144,ProductReview
2025-12-15,Search_EN_Review-variations_2024.04.29,UTC,USD,83,3,0.036144,3,1.0,4.106666,4.106666,12.32,2.855421,0.036403,,,,,,Review-variations
2025-12-15,Search_EN_Trust_2025.03.17,UTC,USD,58,3,0.051724,1,0.333333,4.333333,13.0,13.0,2.37931,0.343195,,,,,,Trust
2025-12-15,Search_EN_Competitors_2024.08.12,UTC,USD,285,7,0.024561,3,0.428571,2.642857,6.166666,18.5,1.491228,0.890625,,,,,,Competitors
2025-12-16,Search_EN_Trust_2025.03.17,UTC,USD,78,3,0.038461,1,0.333333,4.666666,14.0,14.0,2.128205,0.366197,,,,,,Trust
2025-12-16,Search_EN_ProductReview_2024.08.05,UTC,USD,594,95,0.159932,74,0.778947,2.513684,3.227027,238.8,1.979797,0.631243,1.0,30.0,0.125628,238.8,0.013513,ProductReview
2025-12-16,Search_EN_Competitors_2024.08.12,UTC,USD,297,15,0.050505,7,0.466666,2.8,6.0,42.0,1.454545,0.815934,1.0,15.0,0.357142,42.0,0.142857,Competitors
2025-12-16,Search_EN_Review-variations_2024.04.29,UTC,USD,128,13,0.101562,7,0.538461,3.290769,6.111428,42.78,1.8125,0.055507,,,,,,Review-variations
2025-12-17,Search_EN_Trust_2025.03.17,UTC,USD,83,5,0.06024,4,0.8,4.8,6.0,24.0,2.855421,0.333333,1.0,30.46,1.269166,24.0,0.25,Trust
